TOA_ns,Freq_MHz,PW_ns,Az_deg,El_deg,Cluster,Ground_Truth
0.216195,0.307589,0.458508,0.654311,0.374122,0,Emitter_1
0.216795,0.660738,0.458508,0.299088,0.561592,1,Emitter_2
0.217195,0.307589,0.458508,0.657654,0.383513,0,Emitter_1
0.218046,0.660738,0.458508,0.304385,0.572631,1,Emitter_2
0.218196,0.307589,0.458508,0.653039,0.379954,0,Emitter_1
0.219197,0.307589,0.458508,0.652659,0.391426,0,Emitter_1
0.219297,0.660738,0.458508,0.3017,0.571653,1,Emitter_2
0.220198,0.307589,0.458508,0.654127,0.390666,0,Emitter_1
0.220548,0.660738,0.458508,0.299527,0.568405,1,Emitter_2
0.221199,0.307589,0.458508,0.655867,0.398265,0,Emitter_1
0.2218,0.660738,0.458508,0.295903,0.550142,1,Emitter_2
0.2222,0.307589,0.458508,0.653642,0.376833,0,Emitter_1
0.223051,0.660738,0.458508,0.300118,0.569373,1,Emitter_2
0.223201,0.307589,0.458508,0.658093,0.38561,0,Emitter_1
0.224202,0.307589,0.458508,0.658242,0.391084,0,Emitter_1
0.224302,0.660738,0.458508,0.303461,0.578928,1,Emitter_2
0.225203,0.307589,0.458508,0.65431,0.390819,0,Emitter_1
0.225553,0.660738,0.458508,0.304599,0.559246,1,Emitter_2
0.226204,0.307589,0.458508,0.660882,0.404058,0,Emitter_1
0.226804,0.660738,0.458508,0.298532,0.57057,1,Emitter_2
0.227204,0.307589,0.458508,0.654944,0.389376,0,Emitter_1
0.228055,0.660738,0.458508,0.307636,0.578228,1,Emitter_2
0.228205,0.307589,0.458508,0.658121,0.38167,0,Emitter_1
0.229206,0.307589,0.458508,0.655775,0.387949,0,Emitter_1
0.229306,0.660738,0.458508,0.303178,0.563921,1,Emitter_2
0.230207,0.307589,0.458508,0.655715,0.381764,0,Emitter_1
0.230558,0.660738,0.458508,0.296856,0.572935,1,Emitter_2
0.231208,0.307589,0.458508,0.649707,0.372268,0,Emitter_1
0.231809,0.660738,0.458508,0.29617,0.565065,1,Emitter_2
0.232209,0.307589,0.458508,0.651197,0.384634,0,Emitter_1
0.23306,0.660738,0.458508,0.299282,0.579094,1,Emitter_2
0.23321,0.307589,0.458508,0.653799,0.402989,0,Emitter_1
0.234211,0.307589,0.458508,0.658215,0.380779,0,Emitter_1
0.234311,0.660738,0.458508,0.298524,0.548204,1,Emitter_2
0.235212,0.307589,0.458508,0.655822,0.38503,0,Emitter_1
0.235562,0.660738,0.458508,0.301236,0.561536,1,Emitter_2
0.236213,0.307589,0.458508,0.653827,0.389568,0,Emitter_1
0.236813,0.660738,0.458508,0.299779,0.566227,1,Emitter_2
0.237149,0.311129,0.316816,0,0.190642,1,Noise
0.237213,0.307589,0.458508,0.656679,0.385548,0,Emitter_1
0.237561,0.318526,0.458508,0.16682,0.000168529,0,Noise
0.238064,0.660738,0.458508,0.29878,0.572945,1,Emitter_2
0.238214,0.307589,0.458508,0.658082,0.3794,0,Emitter_1
0.239215,0.307589,0.458508,0.654744,0.408047,0,Emitter_1
0.239315,0.660738,0.458508,0.294806,0.56293,1,Emitter_2
0.240216,0.307589,0.458508,0.655428,0.399128,0,Emitter_1
0.240567,0.660738,0.458508,0.301803,0.562187,1,Emitter_2
0.240791,0.121248,0.672817,0.629838,0.935287,0,Noise
0.241217,0.307589,0.458508,0.655013,0.392596,0,Emitter_1
0.241818,0.660738,0.458508,0.294566,0.572013,1,Emitter_2
0.242218,0.307589,0.458508,0.654545,0.386843,0,Emitter_1
0.243069,0.660738,0.458508,0.303189,0.566546,1,Emitter_2
0.243219,0.307589,0.458508,0.652264,0.391444,0,Emitter_1
0.243911,0.665692,0.560713,0.125121,0.555729,1,Noise
0.24422,0.307589,0.458508,0.652037,0.393247,0,Emitter_1
0.24432,0.660738,0.458508,0.293455,0.572299,1,Emitter_2
0.245221,0.307589,0.458508,0.658149,0.390957,0,Emitter_1
0.245571,0.660738,0.458508,0.294405,0.569255,1,Emitter_2
0.246222,0.307589,0.458508,0.653821,0.391626,0,Emitter_1
0.246822,0.660738,0.458508,0.296843,0.558005,1,Emitter_2
0.247223,0.307589,0.458508,0.65375,0.395315,0,Emitter_1
0.248073,0.660738,0.458508,0.298249,0.565486,1,Emitter_2
0.248223,0.307589,0.458508,0.648943,0.385576,0,Emitter_1
0.24877,0.097108,0.458508,0.426013,0.378197,0,Noise
0.249224,0.307589,0.458508,0.648441,0.376696,0,Emitter_1
0.249324,0.660738,0.458508,0.297611,0.5714,1,Emitter_2
0.250225,0.307589,0.458508,0.659029,0.395006,0,Emitter_1
0.250576,0.660738,0.458508,0.298236,0.5744,1,Emitter_2
0.251226,0.307589,0.458508,0.652453,0.376637,0,Emitter_1
0.251827,0.660738,0.458508,0.300532,0.561546,1,Emitter_2
0.252227,0.307589,0.458508,0.645367,0.383986,0,Emitter_1
0.253078,0.660738,0.458508,0.296911,0.554271,1,Emitter_2
0.253228,0.307589,0.458508,0.662364,0.39148,0,Emitter_1
0.254229,0.307589,0.458508,0.652958,0.39171,0,Emitter_1
0.254329,0.660738,0.458508,0.300562,0.564174,1,Emitter_2
0.25523,0.307589,0.458508,0.649797,0.38587,0,Emitter_1
0.25558,0.660738,0.458508,0.292157,0.562787,1,Emitter_2
0.256231,0.307589,0.458508,0.655038,0.387489,0,Emitter_1
0.256831,0.660738,0.458508,0.2968,0.578961,1,Emitter_2
0.257232,0.307589,0.458508,0.65722,0.390788,0,Emitter_1
0.258082,0.660738,0.458508,0.29427,0.555849,1,Emitter_2
0.258232,0.307589,0.458508,0.656833,0.382875,0,Emitter_1
0.259233,0.307589,0.458508,0.657558,0.400627,0,Emitter_1
0.259333,0.660738,0.458508,0.303148,0.577283,1,Emitter_2
0.260234,0.307589,0.458508,0.651662,0.381348,0,Emitter_1
0.260585,0.660738,0.458508,0.297293,0.562049,1,Emitter_2
0.261235,0.307589,0.458508,0.65894,0.386682,0,Emitter_1
0.261836,0.660738,0.458508,0.301589,0.549065,1,Emitter_2
0.262236,0.307589,0.458508,0.659155,0.384757,0,Emitter_1
0.263087,0.660738,0.458508,0.29377,0.564741,1,Emitter_2
0.263237,0.307589,0.458508,0.659317,0.389154,0,Emitter_1
0.264238,0.307589,0.458508,0.655539,0.400134,0,Emitter_1
0.264338,0.660738,0.458508,0.304536,0.563553,1,Emitter_2
0.265239,0.307589,0.458508,0.653582,0.380939,0,Emitter_1
0.265589,0.660738,0.458508,0.299963,0.575575,1,Emitter_2
0.26624,0.307589,0.458508,0.653309,0.391613,0,Emitter_1
0.26684,0.660738,0.458508,0.306294,0.562471,1,Emitter_2
0.267241,0.307589,0.458508,0.649782,0.39303,0,Emitter_1
0.268091,0.660738,0.458508,0.299591,0.580848,1,Emitter_2
0.268241,0.307589,0.458508,0.653024,0.396939,0,Emitter_1
0.269242,0.307589,0.458508,0.647167,0.382122,0,Emitter_1
0.269342,0.660738,0.458508,0.29484,0.574763,1,Emitter_2
0.270243,0.307589,0.458508,0.649401,0.381818,0,Emitter_1
0.270594,0.660738,0.458508,0.29643,0.567675,1,Emitter_2
0.271244,0.307589,0.458508,0.655506,0.386774,0,Emitter_1
0.271845,0.660738,0.458508,0.298879,0.559552,1,Emitter_2
0.272245,0.307589,0.458508,0.653924,0.386927,0,Emitter_1
0.273096,0.660738,0.458508,0.296542,0.569008,1,Emitter_2
0.273246,0.307589,0.458508,0.655366,0.380421,0,Emitter_1
0.274247,0.307589,0.458508,0.656955,0.393224,0,Emitter_1
0.274347,0.660738,0.458508,0.302786,0.565897,1,Emitter_2
0.275248,0.307589,0.458508,0.655939,0.392412,0,Emitter_1
0.275598,0.660738,0.458508,0.299865,0.571267,1,Emitter_2
0.276249,0.307589,0.458508,0.65566,0.403737,0,Emitter_1
0.276849,0.660738,0.458508,0.296578,0.572557,1,Emitter_2
0.27725,0.307589,0.458508,0.65445,0.385796,0,Emitter_1
0.2781,0.660738,0.458508,0.30223,0.586836,1,Emitter_2
0.27825,0.307589,0.458508,0.652346,0.38024,0,Emitter_1
0.279251,0.307589,0.458508,0.650796,0.38134,0,Emitter_1
0.279351,0.660738,0.458508,0.298457,0.563382,1,Emitter_2
0.280252,0.307589,0.458508,0.654501,0.390709,0,Emitter_1
0.280603,0.660738,0.458508,0.302071,0.573165,1,Emitter_2
0.281253,0.307589,0.458508,0.654886,0.382282,0,Emitter_1
0.281854,0.660738,0.458508,0.297956,0.563804,1,Emitter_2
0.282254,0.307589,0.458508,0.657566,0.393811,0,Emitter_1
0.283105,0.660738,0.458508,0.301352,0.56055,1,Emitter_2
0.283255,0.307589,0.458508,0.65422,0.383146,0,Emitter_1
0.283303,0.407686,0.281514,0.687534,0.838524,0,Noise
0.284256,0.307589,0.458508,0.656455,0.389588,0,Emitter_1
0.284356,0.660738,0.458508,0.298348,0.567578,1,Emitter_2
0.285257,0.307589,0.458508,0.650153,0.387627,0,Emitter_1
0.285607,0.660738,0.458508,0.302788,0.562259,1,Emitter_2
0.286258,0.307589,0.458508,0.655551,0.381256,0,Emitter_1
0.286858,0.660738,0.458508,0.293829,0.552208,1,Emitter_2
0.287259,0.307589,0.458508,0.655323,0.377004,0,Emitter_1
0.288109,0.660738,0.458508,0.295669,0.55683,1,Emitter_2
0.288259,0.307589,0.458508,0.658942,0.397708,0,Emitter_1
0.28926,0.307589,0.458508,0.653927,0.390931,0,Emitter_1
0.28936,0.660738,0.458508,0.299156,0.557782,1,Emitter_2
0.290261,0.307589,0.458508,0.647118,0.37929,0,Emitter_1
0.290612,0.660738,0.458508,0.297426,0.560962,1,Emitter_2
0.291262,0.307589,0.458508,0.653797,0.379936,0,Emitter_1
0.291863,0.660738,0.458508,0.298254,0.577023,1,Emitter_2
0.292263,0.307589,0.458508,0.656979,0.403448,0,Emitter_1
0.293114,0.660738,0.458508,0.301734,0.567013,1,Emitter_2
0.293264,0.307589,0.458508,0.651011,0.381733,0,Emitter_1
0.294265,0.307589,0.458508,0.655467,0.400489,0,Emitter_1
0.294365,0.660738,0.458508,0.298189,0.563571,1,Emitter_2
0.295266,0.307589,0.458508,0.650866,0.390055,0,Emitter_1
0.295616,0.660738,0.458508,0.300679,0.571367,1,Emitter_2
0.296267,0.307589,0.458508,0.660472,0.375495,0,Emitter_1
0.296867,0.660738,0.458508,0.29678,0.567169,1,Emitter_2
0.297268,0.307589,0.458508,0.650681,0.384902,0,Emitter_1
0.298118,0.660738,0.458508,0.293232,0.568512,1,Emitter_2
0.298268,0.307589,0.458508,0.653081,0.394373,0,Emitter_1
0.299269,0.307589,0.458508,0.655487,0.374551,0,Emitter_1
0.299271,0.661114,0.536336,0.0159029,0.71799,1,Noise
0.299369,0.660738,0.458508,0.30205,0.564746,1,Emitter_2
0.30027,0.307589,0.458508,0.656351,0.383723,0,Emitter_1
0.300621,0.660738,0.458508,0.305377,0.560139,1,Emitter_2
0.301271,0.307589,0.458508,0.658747,0.38334,0,Emitter_1
0.301872,0.660738,0.458508,0.300331,0.566617,1,Emitter_2
0.302272,0.307589,0.458508,0.652715,0.392292,0,Emitter_1
0.303123,0.660738,0.458508,0.299328,0.566015,1,Emitter_2
0.303273,0.307589,0.458508,0.657132,0.39158,0,Emitter_1
0.304274,0.307589,0.458508,0.649404,0.392269,0,Emitter_1
0.304374,0.660738,0.458508,0.299982,0.573387,1,Emitter_2
0.305275,0.307589,0.458508,0.65146,0.389951,0,Emitter_1
0.305625,0.660738,0.458508,0.303993,0.566873,1,Emitter_2
0.306276,0.307589,0.458508,0.65023,0.391567,0,Emitter_1
0.306876,0.660738,0.458508,0.302217,0.561516,1,Emitter_2
0.307277,0.307589,0.458508,0.652179,0.378322,0,Emitter_1
0.308127,0.660738,0.458508,0.302062,0.561053,1,Emitter_2
0.308277,0.307589,0.458508,0.656977,0.389999,0,Emitter_1
0.309278,0.307589,0.458508,0.652786,0.399266,0,Emitter_1
0.309378,0.660738,0.458508,0.303087,0.583825,1,Emitter_2
0.310279,0.307589,0.458508,0.653333,0.388393,0,Emitter_1
0.31063,0.660738,0.458508,0.299259,0.550094,1,Emitter_2
0.31128,0.307589,0.458508,0.655573,0.383401,0,Emitter_1
0.311881,0.660738,0.458508,0.297914,0.576328,1,Emitter_2
0.312281,0.307589,0.458508,0.656212,0.384062,0,Emitter_1
0.313132,0.660738,0.458508,0.30139,0.568798,1,Emitter_2
0.313282,0.307589,0.458508,0.653425,0.398586,0,Emitter_1
0.314283,0.307589,0.458508,0.65144,0.369666,0,Emitter_1
0.314383,0.660738,0.458508,0.302828,0.570601,1,Emitter_2
0.315284,0.307589,0.458508,0.659809,0.407677,0,Emitter_1
0.315634,0.660738,0.458508,0.303488,0.573933,1,Emitter_2
0.316285,0.307589,0.458508,0.653445,0.37331,0,Emitter_1
0.316885,0.660738,0.458508,0.304447,0.569638,1,Emitter_2
0.317286,0.307589,0.458508,0.653744,0.385954,0,Emitter_1
0.318136,0.660738,0.458508,0.302501,0.564539,1,Emitter_2
0.318286,0.307589,0.458508,0.654124,0.379619,0,Emitter_1
0.319287,0.307589,0.458508,0.656553,0.392167,0,Emitter_1
0.319387,0.660738,0.458508,0.297746,0.579964,1,Emitter_2
0.320288,0.307589,0.458508,0.650007,0.393505,0,Emitter_1
0.320639,0.660738,0.458508,0.300327,0.573057,1,Emitter_2
0.321289,0.307589,0.458508,0.661203,0.389465,0,Emitter_1
0.32189,0.660738,0.458508,0.300035,0.562397,1,Emitter_2
0.32229,0.307589,0.458508,0.65366,0.38706,0,Emitter_1
0.323141,0.660738,0.458508,0.299679,0.577891,1,Emitter_2
0.323291,0.307589,0.458508,0.656666,0.37489,0,Emitter_1
0.324292,0.307589,0.458508,0.655243,0.385158,0,Emitter_1
0.324392,0.660738,0.458508,0.301397,0.553781,1,Emitter_2
0.325293,0.307589,0.458508,0.660556,0.386812,0,Emitter_1
0.325643,0.660738,0.458508,0.298965,0.580544,1,Emitter_2
0.326294,0.307589,0.458508,0.659989,0.379693,0,Emitter_1
0.326894,0.660738,0.458508,0.298969,0.553099,1,Emitter_2
0.327295,0.307589,0.458508,0.656578,0.390594,0,Emitter_1
0.328145,0.660738,0.458508,0.305619,0.572118,1,Emitter_2
0.328295,0.307589,0.458508,0.651981,0.389506,0,Emitter_1
0.329296,0.307589,0.458508,0.658551,0.385668,0,Emitter_1
0.329396,0.660738,0.458508,0.299423,0.564046,1,Emitter_2
0.330297,0.307589,0.458508,0.649384,0.388012,0,Emitter_1
0.330648,0.660738,0.458508,0.30306,0.562739,1,Emitter_2
0.331143,0.523878,0.458508,0.26174,0.314447,1,Noise
0.331298,0.307589,0.458508,0.651876,0.385525,0,Emitter_1
0.331899,0.660738,0.458508,0.303268,0.571045,1,Emitter_2
0.332299,0.307589,0.458508,0.654467,0.375082,0,Emitter_1
0.33315,0.660738,0.458508,0.300417,0.568007,1,Emitter_2
0.3333,0.307589,0.458508,0.649624,0.39184,0,Emitter_1
0.334301,0.307589,0.458508,0.653074,0.368501,0,Emitter_1
0.334401,0.660738,0.458508,0.299092,0.574901,1,Emitter_2
0.335302,0.307589,0.458508,0.657201,0.390234,0,Emitter_1
0.335652,0.660738,0.458508,0.296913,0.554466,1,Emitter_2
0.336303,0.307589,0.458508,0.652471,0.378062,0,Emitter_1
0.336903,0.660738,0.458508,0.301584,0.571727,1,Emitter_2
0.337304,0.307589,0.458508,0.657362,0.390824,0,Emitter_1
0.338154,0.660738,0.458508,0.30116,0.570014,1,Emitter_2
0.338304,0.307589,0.458508,0.662244,0.391368,0,Emitter_1
0.339305,0.307589,0.458508,0.655948,0.386869,0,Emitter_1
0.339405,0.660738,0.458508,0.298633,0.572922,1,Emitter_2
0.340306,0.307589,0.458508,0.657302,0.392936,0,Emitter_1
0.340657,0.660738,0.458508,0.299501,0.56316,1,Emitter_2
0.341307,0.307589,0.458508,0.658675,0.384154,0,Emitter_1
0.341908,0.660738,0.458508,0.298659,0.58237,1,Emitter_2
0.342308,0.307589,0.458508,0.65335,0.384478,0,Emitter_1
0.343159,0.660738,0.458508,0.294168,0.570718,1,Emitter_2
0.343309,0.307589,0.458508,0.65722,0.399626,0,Emitter_1
0.34431,0.307589,0.458508,0.653276,0.384895,0,Emitter_1
0.34441,0.660738,0.458508,0.294345,0.566061,1,Emitter_2
0.345311,0.307589,0.458508,0.655715,0.386266,0,Emitter_1
0.345661,0.660738,0.458508,0.298275,0.550919,1,Emitter_2
0.346312,0.307589,0.458508,0.657729,0.370899,0,Emitter_1
0.346912,0.660738,0.458508,0.300872,0.56398,1,Emitter_2
0.347313,0.307589,0.458508,0.652115,0.382155,0,Emitter_1
0.347882,0.945666,0.630536,0.472202,0.613795,1,Noise
0.348163,0.660738,0.458508,0.293018,0.573323,1,Emitter_2
0.348313,0.307589,0.458508,0.647401,0.380766,0,Emitter_1
0.349314,0.307589,0.458508,0.651835,0.386608,0,Emitter_1
0.349414,0.660738,0.458508,0.304173,0.578305,1,Emitter_2
0.350227,0.658796,0.479841,0.281813,0.428853,1,Noise
0.350315,0.307589,0.458508,0.658237,0.386271,0,Emitter_1
0.350666,0.660738,0.458508,0.300777,0.567243,1,Emitter_2
0.351316,0.307589,0.458508,0.651471,0.387711,0,Emitter_1
0.351917,0.660738,0.458508,0.303836,0.579778,1,Emitter_2
0.352317,0.307589,0.458508,0.658036,0.380671,0,Emitter_1
0.353168,0.660738,0.458508,0.303222,0.559677,1,Emitter_2
0.353318,0.307589,0.458508,0.65185,0.392427,0,Emitter_1
0.354319,0.307589,0.458508,0.654025,0.393107,0,Emitter_1
0.354419,0.660738,0.458508,0.300279,0.570259,1,Emitter_2
0.35532,0.307589,0.458508,0.654681,0.393523,0,Emitter_1
0.35567,0.660738,0.458508,0.293933,0.570486,1,Emitter_2
0.356321,0.307589,0.458508,0.651457,0.388056,0,Emitter_1
0.356921,0.660738,0.458508,0.306818,0.571793,1,Emitter_2
0.357322,0.307589,0.458508,0.654059,0.378833,0,Emitter_1
0.358172,0.660738,0.458508,0.304295,0.568293,1,Emitter_2
0.358322,0.307589,0.458508,0.649789,0.3934,0,Emitter_1
0.359323,0.307589,0.458508,0.653616,0.380316,0,Emitter_1
0.359423,0.660738,0.458508,0.299413,0.569812,1,Emitter_2
0.360324,0.307589,0.458508,0.65442,0.396789,0,Emitter_1
0.360675,0.660738,0.458508,0.297069,0.559509,1,Emitter_2
0.361325,0.307589,0.458508,0.647525,0.376683,0,Emitter_1
0.361926,0.660738,0.458508,0.303641,0.577403,1,Emitter_2
0.362326,0.307589,0.458508,0.651811,0.399342,0,Emitter_1
0.363177,0.660738,0.458508,0.296516,0.574306,1,Emitter_2
0.363327,0.307589,0.458508,0.655616,0.394026,0,Emitter_1
0.364328,0.307589,0.458508,0.651125,0.379571,0,Emitter_1
0.364428,0.660738,0.458508,0.29937,0.569493,1,Emitter_2
0.365329,0.307589,0.458508,0.656137,0.388595,0,Emitter_1
0.365679,0.660738,0.458508,0.301097,0.574508,1,Emitter_2
0.36633,0.307589,0.458508,0.656456,0.38671,0,Emitter_1
0.36693,0.660738,0.458508,0.299905,0.577692,1,Emitter_2
0.367331,0.307589,0.458508,0.655602,0.389358,0,Emitter_1
0.368181,0.660738,0.458508,0.300621,0.571673,1,Emitter_2
0.368331,0.307589,0.458508,0.657179,0.39433,0,Emitter_1
0.369332,0.307589,0.458508,0.649612,0.370932,0,Emitter_1
0.369432,0.660738,0.458508,0.297014,0.583427,1,Emitter_2
0.370171,0.648018,0.458508,0.0249897,0.791624,1,Noise
0.370333,0.307589,0.458508,0.657886,0.397246,0,Emitter_1
0.370684,0.660738,0.458508,0.301127,0.572353,1,Emitter_2
0.371334,0.307589,0.458508,0.651503,0.373899,0,Emitter_1
0.371935,0.660738,0.458508,0.294568,0.560589,1,Emitter_2
0.372335,0.307589,0.458508,0.655037,0.39528,0,Emitter_1
0.373186,0.660738,0.458508,0.303552,0.569089,1,Emitter_2
0.373336,0.307589,0.458508,0.660398,0.392103,0,Emitter_1
0.374337,0.307589,0.458508,0.653551,0.381307,0,Emitter_1
0.374437,0.660738,0.458508,0.293604,0.574845,1,Emitter_2
0.375338,0.307589,0.458508,0.65476,0.385855,0,Emitter_1
0.375688,0.660738,0.458508,0.297928,0.577702,1,Emitter_2
0.376339,0.307589,0.458508,0.651521,0.403841,0,Emitter_1
0.376939,0.660738,0.458508,0.299367,0.568459,1,Emitter_2
0.37734,0.307589,0.458508,0.660359,0.39685,0,Emitter_1
0.37819,0.660738,0.458508,0.303365,0.560017,1,Emitter_2
0.378341,0.307589,0.458508,0.651818,0.394697,0,Emitter_1
0.379341,0.307589,0.458508,0.656743,0.391539,0,Emitter_1
0.379441,0.660738,0.458508,0.296511,0.565387,1,Emitter_2
0.380342,0.307589,0.458508,0.658669,0.393015,0,Emitter_1
0.380693,0.660738,0.458508,0.302255,0.556695,1,Emitter_2
0.381187,0.254242,0.689491,0.643317,0.646178,0,Noise
0.381286,0.306822,0.697109,0.707658,0.220913,0,Noise
0.381343,0.307589,0.458508,0.65706,0.393027,0,Emitter_1
0.381944,0.660738,0.458508,0.294379,0.5732,1,Emitter_2
0.382344,0.307589,0.458508,0.6558,0.374484,0,Emitter_1
0.383195,0.660738,0.458508,0.297741,0.563885,1,Emitter_2
0.383345,0.307589,0.458508,0.654988,0.383886,0,Emitter_1
0.384346,0.307589,0.458508,0.650685,0.40103,0,Emitter_1
0.384446,0.660738,0.458508,0.293784,0.561689,1,Emitter_2
0.385347,0.307589,0.458508,0.660181,0.398561,0,Emitter_1
0.385697,0.660738,0.458508,0.29962,0.574017,1,Emitter_2
0.386348,0.307589,0.458508,0.65553,0.398494,0,Emitter_1
0.386948,0.660738,0.458508,0.29721,0.579587,1,Emitter_2
0.387349,0.307589,0.458508,0.654762,0.3897,0,Emitter_1
0.388199,0.660738,0.458508,0.297484,0.561659,1,Emitter_2
0.38835,0.307589,0.458508,0.651273,0.391189,0,Emitter_1
0.38935,0.307589,0.458508,0.654915,0.378169,0,Emitter_1
0.389451,0.660738,0.458508,0.304496,0.56851,1,Emitter_2
0.390351,0.307589,0.458508,0.654562,0.387538,0,Emitter_1
0.390702,0.660738,0.458508,0.297902,0.565703,1,Emitter_2
0.391352,0.307589,0.458508,0.660398,0.394999,0,Emitter_1
0.391953,0.660738,0.458508,0.303915,0.578123,1,Emitter_2
0.392353,0.307589,0.458508,0.65476,0.390053,0,Emitter_1
0.393204,0.660738,0.458508,0.297066,0.566566,1,Emitter_2
0.393354,0.307589,0.458508,0.654864,0.386593,0,Emitter_1
0.394355,0.307589,0.458508,0.651307,0.386991,0,Emitter_1
0.394455,0.660738,0.458508,0.299929,0.559335,1,Emitter_2
0.395356,0.307589,0.458508,0.65237,0.37857,0,Emitter_1
0.395706,0.660738,0.458508,0.299468,0.566932,1,Emitter_2
0.396357,0.307589,0.458508,0.656338,0.391146,0,Emitter_1
0.396957,0.660738,0.458508,0.303243,0.576139,1,Emitter_2
0.397358,0.307589,0.458508,0.649085,0.387208,0,Emitter_1
0.398208,0.660738,0.458508,0.298605,0.565251,1,Emitter_2
0.398359,0.307589,0.458508,0.657867,0.396263,0,Emitter_1
0.399359,0.307589,0.458508,0.657962,0.388447,0,Emitter_1
0.39946,0.660738,0.458508,0.301741,0.562407,1,Emitter_2
0.40036,0.307589,0.458508,0.652057,0.379846,0,Emitter_1
0.400711,0.660738,0.458508,0.301502,0.566217,1,Emitter_2
0.401361,0.307589,0.458508,0.655811,0.391054,0,Emitter_1
0.401962,0.660738,0.458508,0.296584,0.55956,1,Emitter_2
0.402362,0.307589,0.458508,0.658787,0.396574,0,Emitter_1
0.403213,0.660738,0.458508,0.304211,0.565693,1,Emitter_2
0.403363,0.307589,0.458508,0.654307,0.378616,0,Emitter_1
0.404364,0.307589,0.458508,0.653717,0.389813,0,Emitter_1
0.404464,0.660738,0.458508,0.304821,0.562956,1,Emitter_2
0.405365,0.307589,0.458508,0.654087,0.38372,0,Emitter_1
0.405715,0.660738,0.458508,0.300563,0.585219,1,Emitter_2
0.406366,0.307589,0.458508,0.655523,0.384287,0,Emitter_1
0.406966,0.660738,0.458508,0.296306,0.552354,1,Emitter_2
0.407367,0.307589,0.458508,0.652742,0.390533,0,Emitter_1
0.408217,0.660738,0.458508,0.303705,0.560558,1,Emitter_2
0.408368,0.307589,0.458508,0.653455,0.390017,0,Emitter_1
0.409368,0.307589,0.458508,0.655587,0.37942,0,Emitter_1
0.409469,0.660738,0.458508,0.299579,0.562402,1,Emitter_2
0.41032,0.29285,0.458508,0.418968,0.26323,0,Noise
0.410369,0.307589,0.458508,0.653205,0.399161,0,Emitter_1
0.41072,0.660738,0.458508,0.300491,0.559608,1,Emitter_2
0.41137,0.307589,0.458508,0.651057,0.371933,0,Emitter_1
0.411971,0.660738,0.458508,0.299076,0.570335,1,Emitter_2
0.412371,0.307589,0.458508,0.648848,0.38837,0,Emitter_1
0.413222,0.660738,0.458508,0.296462,0.561528,1,Emitter_2
0.413372,0.307589,0.458508,0.654822,0.387246,0,Emitter_1
0.414373,0.307589,0.458508,0.658557,0.367672,0,Emitter_1
0.414473,0.660738,0.458508,0.298547,0.555947,1,Emitter_2
0.415374,0.307589,0.458508,0.655974,0.400108,0,Emitter_1
0.415724,0.660738,0.458508,0.298311,0.5678,1,Emitter_2
0.416375,0.307589,0.458508,0.651165,0.385239,0,Emitter_1
0.416975,0.660738,0.458508,0.298383,0.564812,1,Emitter_2
0.417376,0.307589,0.458508,0.652347,0.381297,0,Emitter_1
0.418226,0.660738,0.458508,0.299581,0.561868,1,Emitter_2
0.418377,0.307589,0.458508,0.653694,0.399082,0,Emitter_1
0.419377,0.307589,0.458508,0.660524,0.385574,0,Emitter_1
0.419478,0.660738,0.458508,0.301825,0.577891,1,Emitter_2
0.420378,0.307589,0.458508,0.660737,0.388421,0,Emitter_1
0.420729,0.660738,0.458508,0.298178,0.570609,1,Emitter_2
0.421379,0.307589,0.458508,0.660259,0.387433,0,Emitter_1
0.421546,0.342985,0.394096,0.603454,0.204186,0,Noise
0.42198,0.660738,0.458508,0.298888,0.569689,1,Emitter_2
0.42238,0.307589,0.458508,0.655138,0.390946,0,Emitter_1
0.423231,0.660738,0.458508,0.304586,0.570787,1,Emitter_2
0.423381,0.307589,0.458508,0.664757,0.394669,0,Emitter_1
0.42347,0.663101,0.452783,0.708473,0.0627771,0,Noise
0.424382,0.307589,0.458508,0.652492,0.395571,0,Emitter_1
0.424482,0.660738,0.458508,0.294046,0.570369,1,Emitter_2
0.425383,0.307589,0.458508,0.653582,0.384397,0,Emitter_1
0.425733,0.660738,0.458508,0.303535,0.565193,1,Emitter_2
0.426384,0.307589,0.458508,0.657592,0.388385,0,Emitter_1
0.426984,0.660738,0.458508,0.302787,0.561605,1,Emitter_2
0.427385,0.307589,0.458508,0.655603,0.388255,0,Emitter_1
0.428235,0.660738,0.458508,0.294955,0.567973,1,Emitter_2
0.428386,0.307589,0.458508,0.655786,0.391403,0,Emitter_1
0.429386,0.307589,0.458508,0.64861,0.393255,0,Emitter_1
0.429487,0.660738,0.458508,0.2941,0.565055,1,Emitter_2
0.429912,0.457647,0.458508,0.0129644,0.669959,1,Noise
0.430387,0.307589,0.458508,0.651625,0.377099,0,Emitter_1
0.430738,0.660738,0.458508,0.303705,0.552262,1,Emitter_2
0.431246,0.318583,0.959656,0.316499,0.555456,1,Noise
0.431388,0.307589,0.458508,0.65454,0.388791,0,Emitter_1
0.431989,0.660738,0.458508,0.295606,0.558985,1,Emitter_2
0.432389,0.307589,0.458508,0.652535,0.394514,0,Emitter_1
0.43324,0.660738,0.458508,0.299444,0.56409,1,Emitter_2
0.43339,0.307589,0.458508,0.650488,0.38503,0,Emitter_1
0.434391,0.307589,0.458508,0.652879,0.38779,0,Emitter_1
